town,score,number_of_posts
"Saint Paul, MN",0.21628969696969697,330
"Flora, MS",0.21006022727272727,176
"Holliston, MA",0.27758578267113454,2089
"Russell, MA",0.26644923076923077,65
"Shirley, MA",0.3293421052631579,38
"Rockport, MA",0.29952388836329236,4229
"Orange, MA",0.25591026402640266,3030
"Oceanside, CA",0.15240919540229886,87
"Warwick, MA",0.3914777049180328,305
"West Boylston, MA",0.20095509989484753,951
"Reedville, VA",0.30748490566037734,53
"Potosi, WI",n/a,0
"Joelton, TN",0.2562546798029557,812
"New Virginia, IA",0.0,4
"Tewksbury, MA",0.27350452342487885,1238
"Alton, IL",0.29575454545454544,22
"Pine Bluff, AR",n/a,0
"Columbia, VA",0.0,1
"Wayzata, MN",0.3921134800550206,727
"Owensville, MO",0.2573521472392638,163
"Warsaw, MO",0.13558571428571428,49
"West Fairlee, VT",0.0,84
"Colrain, MA",0.32806799999999997,25
"Wareham, MA",0.3152626436781609,348
"Breese, IL",0.0,2
"Henley, MO",0.2824525641025641,78
"Athol, MA",0.271572131147541,183
"East Wareham, MA",0.38689304347826087,120
"Needham Heights, MA",0.2843164383561644,73
"Liberty Lake, WA",0.017322222222222204,27
"Gridley, CA",0.40995454545454546,66
"Rogersville, MO",0.31483174061433444,293
"Belzoni, MS",0.25706666666666667,3
"Northbridge, MA",0.21533127413127412,259
"South Easton, MA",0.28007473309608544,562
"Henrico, VA",0.3265809691912709,6232
"New Castle, VA",0.2518578947368421,19
"Winfield, MO",0.22830425894378195,587
"Pineville, MO",0.451265234375,256
"Chicopee, MA",0.45067990700763866,3011
"Grafton, MA",0.29088953488372093,86
"Lenox, MA",0.39559822222222224,225
"Noble, LA",n/a,0
"Fleming Island, FL",0.7651044247787611,113
"Floyd, VA",0.364375,4
"Saint Joseph, MO",0.13361777777777778,45
"Urich, MO",0.10336666666666668,6
"Lake Mary, FL",0.5158747899159664,476
"Country Club, MO",0.24903029612756264,878
"Tybee Island, GA",0.44518,365
"New Iberia, LA",0.1937193641618497,1038
"North Dartmouth, MA",0.18726624068157616,939
"Patrick Springs, VA",0.1832909090909091,33
"North Oaks, MN",0.273255737704918,61
"Pollock, LA",0.04354444444444444,9
"Allston, MA",0.09182258064516129,93
"Covington, WA",0.3461333333333333,39
"Natural Bridge Station, VA",0.17618721804511278,133
"Bay Saint Louis, MS",n/a,0
"Kimberling City, MO",0.25415464285714284,560
"Edgartown, MA",0.10933737373737373,99
"Mansura, LA",0.0,6
"Mashpee, MA",0.3957982939632546,762
"Cummington, MA",0.3538363636363636,22
"Harrison, OH",0.1873195652173913,276
"Highland Springs, VA",0.26635939849624063,399
"Fincastle, VA",0.43763749999999996,8
"Birmingham, MO",0.0,5
"Crystal Springs, MS",0.30345546875,128
"Creighton, MO",0.0026333333333333334,6
"Stockbridge, MA",0.12963823529411764,34
"Providence Forge, VA",0.3391027397260274,438
"Parker City, IN",-0.027333333333333328,9
"Warrensburg, MO",0.3095873774509804,1632
"Belden, MS",0.4345627329192547,161
"Twin Valley, MN",0.2369,2
"Needham, MA",0.2601465481171548,956
"Halifax, MA",0.25125664739884396,173
"Big Stone Gap, VA",0.18848688524590165,61
"Sherwood, OR",0.10245106382978723,47
"Elkridge, MD",0.317736,50
"Aberdeen, MS",0.3141609210526316,760
"Watertown, MN",0.28359139784946236,186
"Helena, MO",0.0,1
"Falcon Heights, MN",0.25934375,16
"Grain Valley, MO",0.3536021788990826,872
"Hanover, MA",0.4511268456375839,149
"Princeton, MA",0.2578221402214022,271
"San Marino, CA",0.2699863157894737,285
"Lancaster, VA",0.34281052631578945,95
"Montrose, CO",0.139044,25
"Enid, MS",0.0877,6
"Meadowview, VA",0.2836174418604651,172
"Newaygo, MI",n/a,0
"Montross, VA",0.27858920704845813,454
"Glade Spring, VA",0.24975624999999999,16
"Lees Summit, MO",0.29029089915704026,6406
"Slidell, LA",0.3006383703997882,15108
"Pleasant Valley, MO",0.251274025974026,77
"Sunrise Beach, MO",0.3146570802919708,685
"Mattapan, MA",0.22943064516129033,124
"Matthews, NC",0.19500531914893618,94
"Caledonia, MS",0.2153716894977169,438
"Eldon, MO",0.283217277486911,573
"West Frankfort, IL",0.09668000000000002,5
"Wright City, MO",0.15060261096605745,383
"Conway, MO",0.32013056300268095,373
"Leeds, MA",0.608800495049505,202
"Salisbury, MA",0.4077696261682243,214
"Wenham, MA",0.31586470588235294,68
"North Falmouth, MA",0.36916608695652176,115
"Arlington, VA",0.30364455124743495,9259
"Jeffersontown, KY",0.08008918918918916,37
"Bruner, MO",0.0,2
"Westminster, MA",0.24864444444444445,234
"Choudrant, LA",0.1716,30
"The Villages, FL",0.35734249084249087,273
"Sturbridge, MA",0.5889035714285714,28
"Canal Winchester, OH",0.17371197916666667,192
"Windermere, FL",0.5046448275862069,29
"Jackson, MI",0.18785,84
"Niangua, MO",0.0,1
"Saint Louis, MO",0.19443371251292657,967
"Byrnes Mill, MO",0.2523312977099237,131
"Ware, MA",0.20720851063829787,141
"Buffalo Junction, VA",n/a,0
"Hague, VA",0.1623709677419355,124
"Spring Valley, MN",0.29812886904761904,672
"Albuquerque, NM",0.3176274336283186,113
"Osage Beach, MO",0.23939637096774194,248
"Vacaville, CA",0.38745102040816326,49
"Scott, LA",0.18116212927756653,1315
"Pittsville, VA",0.0,4
"Mahwah, NJ",n/a,0
"Elliston, VA",0.47696337499999997,800
"Bent Mountain, VA",0.23452777777777778,36
"Evington, VA",0.32047672413793105,232
"Duffield, VA",0.04707777777777778,18
"Waxahachie, TX",0.34535964912280703,57
"Brooklyn, MS",0.0,1
"Marion, MA",0.1700851485148515,101
"Jamaica Plain, MA",0.43603522727272725,176
"Millis, MA",0.28778084687346134,2031
"Mattaponi, VA",0.09000000000000001,18
"Pocahontas, IL",0.1351925,80
"Sandusky, OH",0.3529181818181818,11
"Broussard, LA",0.28109602237414544,1609
"Lockport, LA",0.14725128205128205,39
"Templeton, MA",0.3703990099009901,101
"Amelia Court House, VA",0.3602415598290598,936
"Como, MS",0.06573846153846154,13
"Summer Shade, KY",0.16632,5
"Lanesboro, MA",0.3130864864864865,37
"Sagamore Beach, MA",0.20839142857142856,70
"Gladstone, OR",0.3013595238095238,294
"Petersburg, VA",0.2779013221153846,832
"Lottsburg, VA",-0.020818181818181816,11
"Jefferson City, MT",0.21592477876106195,113
"Nixa, MO",0.293650185873606,2152
"Calhoun, MO",0.026230769230769235,52
"Elm City, NC",0.25411481481481485,27
"Fairlawn, VA",0.16737435897435898,39
"Wheatland, CA",0.278439898989899,198
"Blue Eye, MO",0.2356,101
"Smithton, MO",0.23520000000000002,2
"Eolia, MO",0.13138,25
"Tyngsboro, MA",0.236964898989899,396
"Newsoms, VA",0.27402857142857145,7
"Newtown, VA",0.11988369565217391,92
"Madison, VA",0.33954298245614034,228
"Everett, MA",0.4497568382352941,2720
"Scotts Valley, CA",0.1801092105263158,76
"Morse, LA",0.38344,5
"Tyrone, GA",0.1860904761904762,63
"Ferris, TX",0.2691955555555556,180
"Fairport Harbor, OH",0.24939885057471264,174
"Green Ridge, MO",0.33215430894308945,615
"Reeds Spring, MO",0.41573375,80
"Sunshine, LA",0.19862295081967213,61
"Conway, MA",0.32013056300268095,373
"Green River, WY",0.0,2
"Atkins, VA",-0.4232,1
"Verona, MO",0.06888125,16
"West Springfield, MA",0.26593684807256235,882
"Dalton, MA",0.3807823834196891,193
"Pembroke, MA",n/a,0
"Lincoln, MA",0.30299269662921346,178
"Kents Store, VA",0.3738402777777778,72
"Rapidan, VA",0.38734545454545455,11
"Woodbridge, VA",0.4928480769230769,104
"Elsberry, MO",0.1895888888888889,18
"Noel, MO",0.26196521739130435,23
"Barnstable, MA",0.49762472118959106,538
"Shelby Township, MI",n/a,0
"San Bernardino, CA",0.3222751265365148,1383
"Hartsburg, MO",0.45636763392857144,448
"Stickney, IL",0.2837989010989011,91
"Fall RIver, MA",0.6567894736842105,19
"Shutesbury, MA",0.5729203883495145,206
"Heathsville, VA",0.27160836653386455,502
"Louisa, VA",0.25225261780104713,764
"Festus, MO",0.3726519811582156,3609
"Saint Charles, MO",0.12062452830188679,53
"Mandeville, LA",0.2988025823927765,11075
"Phillipston, MA",0.0025382352941176536,34
"Carlisle, MA",0.2612247311827957,93
"St. Rose, LA",0.38575588235294117,34
"Columbia, MS",0.07681944444444445,72
"Sabin, MN",-0.05121666666666667,6
"Grubville, MO",0.2272653846153846,52
"Soddy Daisy, TN",0.15354800000000002,25
"Sweet Springs, MO",0.4333666666666667,12
"Marblehead, MA",0.33915475285171104,789
"Ashburnham, MA",0.24925827814569537,302
"Bluemont, VA",0.23496818181818183,220
"Pinetta, FL",0.27025,4
"Hampden, MA",0.23811675977653632,358
"Island Pond, VT",-0.0025,4
"Brookneal, VA",-0.08944999999999999,6
"Crozier, VA",0.36746781002638523,379
"Pearisburg, VA",0.14444,30
"Waite Park, MN",0.22228087431693988,183
"Billings, MO",0.1592404761904762,84
"Boyce, LA",0.19385976430976432,594
"Zachary, LA",0.1829444513715711,1604
"Morrisville, VT",0.1831076923076923,104
"South Egremont, MA",0.34304615384615383,26
"Hardy, VA",0.1717820512820513,39
"Lexington, VA",0.31954180704441043,653
"Jackson, WY",0.2403998027613412,507
"Winston, GA",0.6010129032258065,31
"Collinsville, MS",0.22731176470588235,17
"Sparks, NV",0.418541796875,256
"Silex, MO",0.19024242424242424,132
"Young America, MN",0.2723341836734694,196
"Herculaneum, MO",0.21185180722891567,83
"Sparta, NJ",0.27240392156862747,153
"East Moline, IL",n/a,0
"Wellesley Hills, MA",0.368184900990099,1212
"Gordonsville, VA",0.28081283783783784,444
"Carrsville, VA",0.3108139534883721,215
"Metairie, LA",0.1937060026560425,3767
"Walpole, MA",0.3347921082299887,887
"Westford, MA",0.30145435126582276,1264
"Milford, MA",0.3160121927236971,1017
"Barhamsville, VA",0.20578823529411763,51
"Paradis, LA",0.2755523076923077,65
"Haywood, VA",0.9584125,8
"Eleva, WI",n/a,0
"Williamsburg, MA",0.0,3
"Plympton, MA",0.21246176470588235,68
"Northglenn, CO",0.33132727272727275,154
"Riner, VA",0.09750465116279071,86
"Sartell, MN",0.2566492948717949,1560
"Warrenton, MO",0.2608857748469147,2123
"Eastham, MA",0.34747065217391304,184
"Duxbury, MA",0.19072569832402234,179
"Huntly, VA",0.46954999999999997,2
"Levelland, TX",0.47511,10
"Pocasset, MA",0.4032131147540984,61
"Birdsnest, VA",n/a,0
"Seymour, MO",0.07363076923076922,13
"Kearney, MO",0.32052956555171086,2601
"Lucas, TX",0.4884142857142857,63
"Wellesley, MA",0.31928467230443974,946
"Exeter, CA",0.2587939393939394,33
"Galax, VA",0.387317637073502,5891
"Byhalia, MS",0.24425137334689725,986
"Orrick, MO",0.0811391304347826,23
"Mason, OH",0.316208,100
"Sugar Creek, MO",0.21358563218390805,174
"Dennis Port, MA",0.33353457249070634,269
"Dry Prong, LA",0.278805978898007,853
"Ashby, MA",0.005427450980392168,51
"Dunn Loring, VA",0.2602191489361702,94
"Pounding Mill, VA",0.0,3
"Spruce, MI",0.31745,2
"Newark, CA",0.31156451612903224,465
"Centerview, MO",0.0915953125,64
"Pleasant Hope, MO",0.7541714285714286,28
"Duson, LA",0.09638199233716475,261
"Lake Charles, LA",0.2691840386664637,13141
"Medway, MA",0.3069641379310345,145
"Sheridan, IN",0.2712147368421053,285
"Coos Bay, OR",0.25613690476190476,84
"Coeburn, VA",0.0,6
"Bedford, VA",0.28372789799072645,1295
"Dinwiddie, VA",0.0,3
"Metuchen, NJ",0.1839970588235294,102
"Brighton, MO",0.34137,10
"Lancaster, MA",0.33692205882352944,136
"West Tisbury, MA",0.6249,4
"Lake Lotawana, MO",0.1703156976744186,172
"Lebanon, OH",0.2846982300884956,113
"North Truro, MA",0.0,2
"Liberty, NC",0.05054107142857144,56
"Mount Solon, VA",0.0,1
"Penhook, VA",0.31823574144486694,263
"Sauk Centre, MN",0.023604,25
"Anderson, MO",0.16238947368421053,38
"Port St. Lucie, FL",0.299950622406639,241
"Broad Run, VA",0.2980251461988304,171
"Keene, VA",0.21837894736842106,19
"Lambsburg, VA",0.22608,30
"Royalton, MN",n/a,0
"Fairland, IN",0.34780590015128593,1322
"Platte City, MO",0.3215785992217899,1285
"Gonzales, LA",0.2730665897021473,4331
"Salem, MA",0.32507619453924913,1172
"Erwin, TN",0.2960174825174825,143
"Ford, VA",n/a,0
"Waterville, MN",0.18652105263157895,57
"Bastrop, TX",0.2671630681818182,176
"Cedar Hill, MO",0.15132236842105262,228
"Eunice, LA",0.21283382352941177,340
"Saint James, MO",0.09785555555555556,9
"Northfield, MA",0.45980863787375414,301
"Grottoes, VA",0.3369610429447853,326
"Middleburg, VA",0.30042054794520545,73
"Scarsdale, NY",0.29391460317460316,315
"Dry Fork, VA",0.28750000000000003,19
"Reva, VA",0.20024166666666668,120
"West Monroe, LA",0.24729142194744977,1294
"Vineyard Haven, MA",0.2906531725888325,788
"Hope Mills, NC",0.12618484848484848,33
"Aroda, VA",0.28306951219512194,82
"Blackwell, MO",0.07948666666666666,15
"Frohna, MO",0.0,1
"Kirbyville, MO",0.17155,2
"Corinth, MS",0.09390615384615385,65
"Bartlesville, OK",0.2635088607594937,158
"Potosi, MO",0.33525,2
"Norwell, MA",0.24645,6
"Milton, WA",0.20540823045267492,243
"Greenfield, MA",0.37925241502683366,1118
"Townsend, MA",0.19931944847605226,689
"West Bridgewater, MA",0.2655527777777778,108
"Richlands, VA",0.17648906250000002,64
"Blairs, VA",0.3411926470588235,204
"Fort Belvoir, VA",0.40277443181818184,176
"Rueter, MO",-0.029925925925925932,27
"Corcoran, MN",0.3013453125,64
"Erath, LA",0.24961176470588237,51
"Dover, MA",0.4902828125,576
"North Easton, MA",0.2180941908713693,241
"Mooringsport, LA",0.18415916666666668,240
"Westwego, LA",0.24528646820027064,739
"Manchester, MA",0.37856346153846154,52
"Mansfield, MA",0.24119036608863198,519
"Middletown, VA",0.249755587808418,689
"Penn Laird, VA",0.051149462365591404,93
"Windsor, MO",0.15064111111111111,90
"Elgin, TX",0.2355925925925926,27
"Hatfield, MA",0.16434444444444446,18
"Marshfield, MA",0.34298354151359295,1361
"Norfolk, MA",0.25050433145009415,531
"Ashland, MA",0.2979301587301587,882
"Whitinsville, MA",0.2549363636363636,264
"Parks, LA",-0.16677142857142857,7
"Blue Ridge, VA",0.20024166666666668,120
"Edinburg, VA",0.34062857142857145,42
"Florence, MA",0.3230868794326241,282
"Ooltewah, TN",0.25468,10
"Topsfield, MA",0.41044896551724136,290
"Manchester, MO",0.4011123711340206,194
"Taneyville, MO",0.0,2
"Mendon, MA",0.21423013698630136,73
"Wilbraham, MA",0.22340754716981132,106
"Cape Charles, VA",0.3181311965811966,234
"Maurertown, VA",0.5992999999999999,2
"Cloverdale, VA",0.30786753246753246,77
"New Braintree, MA",0.2995952380952381,21
"Rio Rancho, NM",0.22273518518518517,162
"Ashland, MO",0.18597777777777777,18
"Belchertown, MA",0.31102306569343063,685
"Bellevue, WA",0.41282383612662943,537
"Kennett, MO",0.04534285714285714,7
"Hinton, VA",0.5498107142857143,28
"Raytown, MO",0.24491440173253926,1847
"Wentzville, MO",0.3258539122703023,3374
"Kirksville, MO",0.37431498388829215,1863
"New Salem, MA",0.23605535714285716,112
"Westhampton, MA",0.4088660714285714,56
"Brodnax, VA",0.0,1
"Buena Vista, VA",0.16782899543378996,438
"Esmont, VA",0.3521458333333333,24
"Carrollton, VA",0.23458926905132194,643
"Cardwell, MO",0.0,3
"Zumbro Falls, MN",0.24900000000000003,5
"Cosby, TN",0.04506,15
"Durant, OK",0.22373529411764706,17
"Chatham, MA",0.47445624999999997,16
"Roanoke, VA",0.2935047720203323,13181
"Tallahassee, FL",0.26674558823529415,68
"Walker, MN",-0.00823529411764706,17
"Republic, MO",0.2789824586628325,1391
"Stotts City, MO",n/a,0
"Mechanicsville, VA",0.35348577187220065,6698
"Oakdale, LA",0.27182264150943397,106
"Goshen, VA",0.16775,100
"Youngstown, OH",0.2428888888888889,27
"Blue Lake, CA",0.3843879518072289,83
"Spencer, MA",0.1919439393939394,132
"Nahant, MA",0.33571,80
"Olympia, WA",0.34191363636363636,198
"Zwolle, LA",n/a,0
"Granville, MA",n/a,0
"Port Republic, VA",0.05708,5
"Mount Hermon, CA",0.4748203125,64
"Fort Blackmore, VA",0.0,2
"Catharpin, VA",0.388,67
"Dublin, OH",0.33471071428571425,28
"Taylorsville, UT",n/a,0
"Bassett, VA",0.0234875,8
"Marshall, WI",0.2915509383378016,373
"Cedar Creek, TX",0.16242763157894738,152
"South West City, MO",0.0,1
"Enterprise, MS",0.4754,6
"Wellfleet, MA",0.2441102564102564,78
"Claudville, VA",0.0,3
"Toccoa, GA",0.243968093385214,514
"Rixeyville, VA",0.15632222222222222,36
"Chelsea, MA",0.33538182683158896,1051
"Free Union, VA",0.4163513513513514,74
"Barnegat, NJ",0.18612499999999998,36
"Marks, MS",n/a,0
"Gladstone, MO",0.33743098391674553,2114
"Bay Springs, MS",n/a,0
"Angwin, CA",0.2614196078431373,102
"Swansea, MA",0.348972131147541,183
"Monson, MA",0.21029732142857144,112
"Groton, MA",0.2548381167365366,3101
"South Grafton, MA",0.30366198347107437,121
"Parkville, MO",0.2526753938077132,1841
"Stillwater, MN",0.3232243650793651,2520
"Galena, MO",0.18875,54
"Eros, LA",0.3910777777777778,81
"Sorrento, LA",0.24332521891418565,571
"Belmont, MA",0.3963052310374891,1147
"Pittsfield, MA",0.35182456270934126,5374
"South Dennis, MA",0.3630985197368421,1216
"Powhatan, VA",0.2836622484829128,6262
"Lake Ozark, MO",0.2188809022556391,665
"Spring Park, MN",0.4551823529411765,17
"Russellville, MO",0.0839948717948718,39
"Fulton, MS",0.3521174545454545,275
"Hopedale, MA",0.3874153846153846,78
"Folsom, LA",0.32929743119266053,545
"Antioch, CA",0.3229840579710145,69
"Dudley, MA",0.21276850393700786,127
"Greenbelt, MD",0.27256136363636363,88
"Mount Crawford, VA",n/a,0
"Waltham, MA",0.3137761504014824,12952
"Foristell, MO",0.22647704081632652,392
"Amory, MS",0.14192802547770703,157
"Friedheim, MO",n/a,0
"Park Ridge, NJ",0.09745869565217392,46
"North Chelmsford, MA",0.280058038147139,367
"Glenmora, LA",0.0,2
"Chilmark, MA",0.14882,5
"West Stockbridge, MA",0.27903846153846157,26
"Westwood, MA",0.3105628644810394,6620
"Phenix, VA",0.2599684,250
"Carson, VA",0.29919724770642203,109
"Doswell, VA",0.40396771653543306,127
"Quinton, VA",0.27172147239263805,326
"Savannah, MO",0.05072692307692308,26
"Lee, MA",0.2775954887218045,399
"Dedham, MA",0.3078158914728682,1548
"Auburn, MA",0.25549645232815965,451
"Leasburg, MO",0.12245714285714285,7
"Blackwell, OK",0.11835,30
"Oak Lawn, IL",-0.11446666666666667,3
"Miramar Beach, FL",0.3767859375,64
"Auburn, NE",0.23020000000000002,18
"Dearborn, MI",0.16104941176470589,85
"Bellingham, MA",0.34889390402075227,771
"Simmesport, LA",n/a,0
"Cornelius, NC",0.4284780952380952,210
"North Garden, VA",0.38297133333333333,150
"Appalachia, VA",-0.0022222222222222222,9
"Oronogo, MO",0.29192289156626505,83
"Eugene, MO",0.100875,12
"Verndale, MN",0.087325,4
"Winthrop, MA",0.48077966101694913,295
"Marysville, CA",-0.2145586956521739,184
"New Bedford, MA",0.3307442706929091,3709
"Fairfield, VA",0.5058981132075472,53
"Moneta, VA",0.2823139515455305,1197
"Douglas, MA",0.23795384615384615,13
"Stoughton, MA",0.38048766233766235,308
"Haymarket, VA",0.2607676172953082,1087
"Newport, VA",0.4397764705882353,17
"Fishersville, VA",0.33571218637992833,279
"Pierce City, MO",0.3089515789473684,95
"Bailey, MS",0.0027666666666666764,3
"Roseville, MI",0.30346511627906975,258
"Roosevelt, MN",0.26030097719869705,614
"Ulen, MN",0.0,3
"Brumley, MO",0.0,1
"Buena Park, CA",0.09707027027027026,37
"Poquoson, VA",0.19895126262626261,396
"Huddleston, VA",0.21150277207392199,974
"Harrisonville, MO",0.3174758269720102,786
"Walnut Grove, MO",0.24095879332477535,779
"Princeton, LA",0.23382245885769604,1033
"River Ridge, LA",0.28043522316043423,829
"Norwich, CT",0.2680769230769231,234
"Shelby, OH",0.16169795918367347,49
"Greenville, VA",0.2095684210526316,38
